
TracePro Release: 26 1 0 
Irradiance Map Data for C:\Software\tracepro\resultados\ejemplo_basico_minimet\ejemplo_basico_minimet.tracepro

Linear Units in millimeters
Map Units in W/m²
Data for detector Plano de deteccion
Data generated at 13:58:55 February 18, 2026

Raytrace Time: mins: 0, secs: 1

Projected Plane Extent from surface geometry 
      TopLeft:(-0.5,-0.53033,7.67678) 
      TopRight:(-0.5,0.176777,6.96967)
      BottomLeft:(0.5,-0.53033,7.67678) 
      BottomRight:(0.5,0.176777,6.96967)
Corners of Data Set (plotted) 
      TopLeft:(-0.5,-0.53033,7.67678) 
      TopRight:(-0.5,0.176777,6.96967)
      BottomLeft:(0.5,-0.53033,7.67678) 
      BottomRight:(0.5,0.176777,6.96967)
Total Absorbed Rays: 920
Min: 7.43713e-11 Max: 4.27208 Ave: 0.861364
Total Flux: 8.61364e-07 W, Emitted Flux: 1e-06 W
Normalization: 0
Data Smoothing is On
Grid Size is 128 x 128
Map Count 50
Data Cells are 0.0078125 x 0.0078125 millimeters

9.4241e-08	1.05337e-07	1.16866e-07	1.73475e-07	8.58282e-07	1.72296e-05	0.000199376	0.00162315	0.00929782	0.038418	0.118556	0.283592	0.53496	0.783372	0.861066	0.693151	0.411863	0.198449	0.122696	0.20232	0.463374	0.843289	1.15415	1.27678	1.24912	1.08494	0.766459	0.404365	0.152539	0.0416435	0.0113563	0.00817071	0.0104669	0.0176541	0.0438454	0.103924	0.181734	0.225641	0.211726	0.184062	0.18495	0.191165	0.166402	0.123493	0.101773	0.139568	0.273976	0.498036	0.732329	0.909489	1.03963	1.12431	1.08655	0.878341	0.58528	0.334842	0.178905	0.118506	0.174681	0.375411	0.645671	0.77897	0.647637	0.370356	0.145833	0.0405979	0.0159802	0.0479252	0.178798	0.477744	0.916008	1.30454	1.44662	1.3126	1.03317	0.789582	0.666185	0.589789	0.469832	0.3311	0.246589	0.223095	0.205304	0.154485	0.0917253	0.0633604	0.0891236	0.143752	0.17385	0.152626	0.117566	0.1388	0.27661	0.544767	0.832982	0.926614	0.742816	0.469603	0.367755	0.531029	0.821708	0.963818	0.82632	0.612174	0.610353	0.818419	0.947318	0.814743	0.603622	0.623592	0.923879	1.23091	1.25858	1.03974	0.85352	0.838383	0.831698	0.653149	0.370324	0.166697	0.126505	0.227501	0.381087	0.452671	0.371343	0.209745	0.0815146	0.0218069	
1.2958e-07	1.44707e-07	1.58988e-07	2.86471e-07	2.37138e-06	4.37141e-05	0.000505144	0.00405699	0.0226397	0.089015	0.252419	0.534765	0.879219	1.14488	1.17335	0.939787	0.611273	0.36022	0.230596	0.237395	0.426287	0.774171	1.1509	1.44177	1.57511	1.44047	1.02311	0.535036	0.20282	0.0622517	0.0321139	0.0401746	0.0515027	0.0679725	0.13367	0.296164	0.511764	0.633315	0.589937	0.50228	0.492298	0.507333	0.455015	0.360068	0.300594	0.344991	0.569595	0.967255	1.36785	1.60522	1.6835	1.6723	1.56608	1.3387	1.03521	0.730721	0.471715	0.299727	0.28592	0.485307	0.802676	0.971054	0.817655	0.47671	0.192923	0.0554357	0.0186701	0.0429262	0.155399	0.417551	0.823247	1.2398	1.50231	1.54103	1.42061	1.28868	1.22104	1.1409	0.972277	0.779574	0.665337	0.624246	0.558192	0.408079	0.238202	0.162956	0.228566	0.368944	0.448141	0.399878	0.317169	0.348777	0.570482	0.948343	1.29517	1.34399	1.04666	0.677446	0.522425	0.622455	0.812413	0.868856	0.711411	0.514854	0.507887	0.679334	0.788384	0.693534	0.576571	0.743891	1.25461	1.79259	1.95329	1.68786	1.33702	1.16661	1.05958	0.803755	0.455554	0.226704	0.230844	0.447719	0.731909	0.847747	0.68282	0.381081	0.147334	0.0396636	
1.47119e-07	1.6367e-07	1.77235e-07	3.88061e-07	4.29608e-06	7.65355e-05	0.000883626	0.00705052	0.0388356	0.148746	0.401416	0.781837	1.14113	1.30831	1.23709	1.0255	0.811008	0.629371	0.446317	0.310509	0.335286	0.565285	0.948294	1.36874	1.62584	1.513	1.06236	0.556554	0.226683	0.0980957	0.0970849	0.146431	0.182607	0.201383	0.303091	0.602678	1.02017	1.25815	1.16657	0.975325	0.92934	0.951318	0.883787	0.75603	0.660063	0.671189	0.917891	1.4177	1.90751	2.10532	2.01845	1.83829	1.70255	1.62577	1.53272	1.32891	0.996947	0.640722	0.434031	0.494891	0.745504	0.918465	0.811774	0.506329	0.223752	0.0723653	0.0258483	0.0403337	0.117923	0.290369	0.561981	0.880518	1.17475	1.39635	1.53682	1.62135	1.66004	1.62821	1.52929	1.42211	1.34405	1.25609	1.06819	0.749456	0.427053	0.28812	0.402413	0.650241	0.794969	0.727683	0.614876	0.684872	0.981965	1.37497	1.63084	1.5456	1.19065	0.880963	0.797269	0.833447	0.816791	0.683363	0.478064	0.31729	0.299836	0.393428	0.454768	0.412797	0.401881	0.653777	1.24296	1.91857	2.24947	2.05039	1.58718	1.21877	0.975111	0.697646	0.400803	0.253075	0.370825	0.729308	1.11511	1.21651	0.936706	0.508491	0.196385	0.0558863	
1.38974e-07	1.53512e-07	1.63617e-07	4.10853e-07	5.24875e-06	9.21977e-05	0.00106386	0.00846228	0.0463191	0.175115	0.460479	0.854568	1.15333	1.20431	1.09962	1.03964	1.06288	1.00398	0.751972	0.43943	0.281593	0.375122	0.700229	1.13035	1.40794	1.32342	0.953887	0.555446	0.290957	0.192288	0.244327	0.375205	0.45612	0.447554	0.519825	0.885212	1.44914	1.78426	1.66394	1.38991	1.29587	1.30728	1.25427	1.16335	1.07542	1.02346	1.1902	1.65602	2.11131	2.18586	1.89881	1.56742	1.46807	1.6506	1.91501	1.95974	1.63867	1.09241	0.630556	0.481	0.622908	0.815795	0.810371	0.578926	0.29662	0.116304	0.0586821	0.0832091	0.162539	0.283022	0.423571	0.574596	0.766174	1.0287	1.32488	1.55788	1.67787	1.75258	1.87111	1.99855	2.0036	1.81493	1.44553	0.961531	0.530535	0.351081	0.486798	0.787322	0.971549	0.922342	0.851793	1.00306	1.33726	1.63105	1.68973	1.47638	1.20092	1.13538	1.2521	1.25704	1.00054	0.627625	0.33565	0.192017	0.165441	0.189849	0.199845	0.181291	0.212446	0.430918	0.914408	1.53116	1.93802	1.871	1.44636	1.00496	0.699803	0.464693	0.288897	0.290283	0.579435	1.0951	1.51928	1.50675	1.07389	0.562509	0.230739	0.0838419	
1.1659e-07	1.27348e-07	1.34218e-07	3.37232e-07	4.3517e-06	7.63223e-05	0.000880192	0.0069913	0.0381538	0.14336	0.372375	0.675628	0.882139	0.907335	0.912199	1.08553	1.32881	1.33375	0.991062	0.538086	0.258134	0.245729	0.462861	0.789797	1.02459	1.03484	0.881376	0.677172	0.478769	0.372284	0.455392	0.670002	0.794905	0.725031	0.677302	0.948735	1.47743	1.82904	1.76206	1.53983	1.44581	1.4219	1.38215	1.37219	1.33788	1.23254	1.27434	1.62748	2.00454	1.9887	1.5801	1.15979	1.08736	1.44626	1.9939	2.30268	2.08945	1.4664	0.830983	0.521728	0.598939	0.849872	0.954282	0.767519	0.441749	0.207276	0.150609	0.23435	0.389181	0.536262	0.595761	0.55977	0.540648	0.661429	0.903647	1.12819	1.27517	1.46626	1.80153	2.12794	2.17605	1.88189	1.39247	0.871022	0.464172	0.300224	0.407675	0.656451	0.81973	0.817749	0.841615	1.06369	1.36563	1.50919	1.41043	1.2002	1.14696	1.39637	1.70751	1.66974	1.21432	0.66922	0.332642	0.225109	0.21092	0.18496	0.133425	0.0919501	0.106848	0.237776	0.535284	0.950305	1.27881	1.30721	1.05603	0.747843	0.519069	0.350834	0.259229	0.377078	0.828876	1.49123	1.91572	1.74851	1.1707	0.631871	0.327636	0.177292	
1.03199e-07	1.11423e-07	1.17712e-07	2.35846e-07	2.42667e-06	4.34299e-05	0.000500051	0.00396974	0.0216351	0.0810891	0.209784	0.379637	0.505138	0.581043	0.757532	1.12113	1.45412	1.42412	1.00934	0.520719	0.228737	0.176059	0.290477	0.484238	0.67404	0.827961	0.939473	0.930595	0.758682	0.587268	0.629585	0.849393	0.970933	0.840478	0.664318	0.749376	1.09187	1.38603	1.4559	1.43512	1.42379	1.36374	1.31031	1.36209	1.38252	1.24396	1.16954	1.40117	1.73112	1.73412	1.33821	0.895739	0.785972	1.12632	1.72527	2.17571	2.13532	1.62081	0.982598	0.603478	0.638432	0.929884	1.11798	0.969641	0.611774	0.342151	0.323275	0.523823	0.808083	1.01099	0.998821	0.772504	0.51288	0.413621	0.490646	0.628642	0.78234	1.0394	1.42513	1.73975	1.73714	1.4152	0.976131	0.587316	0.320203	0.208706	0.253523	0.384909	0.481802	0.511221	0.593104	0.803544	1.01163	1.04901	0.937494	0.880646	1.09771	1.57136	1.92872	1.7882	1.22368	0.665169	0.411995	0.417487	0.454674	0.380429	0.238931	0.138268	0.12368	0.199171	0.366291	0.586747	0.762181	0.811246	0.763235	0.704566	0.634863	0.50544	0.38842	0.487613	0.958683	1.64179	2.02922	1.79536	1.22567	0.786225	0.56171	0.388621	
1.067e-07	1.14542e-07	1.22255e-07	1.74302e-07	8.57348e-07	1.70369e-05	0.000194926	0.00154807	0.00843357	0.031614	0.0821129	0.152231	0.224878	0.341457	0.608314	1.01697	1.30885	1.21882	0.818314	0.419891	0.225603	0.219585	0.2994	0.404664	0.557095	0.801872	1.0698	1.15743	0.983992	0.757063	0.715306	0.829515	0.866475	0.701874	0.485416	0.441356	0.599072	0.817995	1.01542	1.19614	1.28266	1.21667	1.16496	1.26284	1.32077	1.15597	0.97761	1.08196	1.36832	1.45526	1.19381	0.829531	0.679767	0.870408	1.31769	1.76134	1.8963	1.60791	1.08357	0.679385	0.643484	0.914479	1.16185	1.09584	0.771045	0.503747	0.535837	0.849784	1.22732	1.42421	1.30922	0.934495	0.521351	0.278208	0.238981	0.333223	0.529752	0.825716	1.12568	1.25082	1.11654	0.829081	0.563186	0.395718	0.294796	0.222005	0.186154	0.19514	0.217023	0.238293	0.304565	0.432115	0.538508	0.552916	0.552876	0.727693	1.19046	1.76314	2.01584	1.70358	1.07684	0.602225	0.510893	0.674839	0.786146	0.672676	0.449202	0.307089	0.295939	0.378484	0.515176	0.63694	0.687366	0.71295	0.809769	0.974191	1.05815	0.938302	0.707748	0.624271	0.879035	1.3539	1.63077	1.46813	1.12841	0.944337	0.855897	0.655365	
1.19651e-07	1.28056e-07	1.37233e-07	1.59234e-07	1.08106e-07	4.69508e-06	5.20526e-05	0.000414688	0.00225969	0.00850602	0.0225279	0.0453245	0.0858322	0.189081	0.417874	0.731356	0.925	0.836515	0.565219	0.351314	0.32612	0.446254	0.581418	0.665376	0.774105	0.992772	1.22618	1.26788	1.09231	0.898444	0.815823	0.772894	0.65621	0.45624	0.2706	0.202191	0.27162	0.445678	0.695028	0.944048	1.04538	0.978914	0.954644	1.08939	1.17041	1.00232	0.764611	0.758754	0.98323	1.16255	1.12067	0.953646	0.837752	0.878038	1.11708	1.46909	1.69122	1.56955	1.15251	0.748598	0.648176	0.869936	1.15131	1.17863	0.91339	0.649211	0.685081	1.0167	1.37024	1.4783	1.26917	0.855177	0.443493	0.197509	0.153241	0.291645	0.595075	0.959888	1.16226	1.05828	0.757204	0.495418	0.413318	0.472742	0.520141	0.451737	0.315243	0.209644	0.160405	0.143593	0.152098	0.185194	0.220998	0.265027	0.419622	0.83787	1.52315	2.14876	2.24655	1.71917	0.988442	0.545172	0.545778	0.797383	0.956279	0.853456	0.65241	0.57322	0.629535	0.748043	0.890787	0.981286	0.972773	0.981701	1.14968	1.44215	1.65477	1.59162	1.26474	0.907557	0.769785	0.867109	0.96509	0.914041	0.860586	0.937299	0.976265	0.779944	
1.30703e-07	1.39452e-07	1.49203e-07	1.62276e-07	1.23569e-07	1.01615e-06	9.39772e-06	7.6516e-05	0.000417465	0.00159673	0.0044949	0.0110696	0.0305907	0.0902624	0.220771	0.39519	0.509504	0.497325	0.426338	0.423181	0.565115	0.824288	1.06398	1.18651	1.26015	1.36919	1.43155	1.33315	1.16037	1.06948	1.00944	0.831259	0.548322	0.289578	0.133444	0.0895694	0.156486	0.343524	0.617548	0.838912	0.859197	0.731632	0.68193	0.792699	0.872816	0.754192	0.556563	0.521379	0.717196	1.00054	1.20054	1.2644	1.23026	1.20266	1.32697	1.59884	1.78363	1.66127	1.28293	0.924448	0.816898	0.969682	1.18756	1.21053	0.973062	0.723328	0.741961	1.0094	1.25535	1.26401	1.02639	0.664799	0.335647	0.154201	0.167324	0.403348	0.84283	1.28338	1.40382	1.10949	0.668336	0.418081	0.486855	0.755477	0.954712	0.903516	0.683907	0.483117	0.365387	0.284202	0.203272	0.136072	0.115189	0.194114	0.48559	1.1031	1.95071	2.59507	2.55856	1.84878	0.994442	0.496392	0.457444	0.663507	0.811961	0.782338	0.735709	0.829541	0.991711	1.11843	1.22332	1.28616	1.2797	1.32028	1.53248	1.89946	2.27076	2.38522	2.06039	1.43672	0.869451	0.567717	0.466343	0.451264	0.534929	0.706787	0.790149	0.64272	
1.17847e-07	1.25333e-07	1.33642e-07	1.43226e-07	1.4633e-07	2.79924e-07	1.1648e-06	1.12219e-05	6.40294e-05	0.00027443	0.000943642	0.00313499	0.0109812	0.0351829	0.0885615	0.169032	0.260928	0.367777	0.506181	0.674105	0.889923	1.17893	1.46658	1.64295	1.70688	1.69417	1.57181	1.35574	1.2104	1.215	1.17529	0.907947	0.518942	0.219221	0.0778911	0.0610071	0.161383	0.404893	0.728369	0.922341	0.835095	0.590348	0.442313	0.472041	0.546081	0.531633	0.456426	0.461799	0.662376	1.0266	1.38177	1.57398	1.60095	1.61834	1.7975	2.07609	2.18051	1.97668	1.6255	1.37185	1.30077	1.32247	1.30767	1.16633	0.920561	0.759454	0.850595	1.10313	1.26962	1.21814	0.977743	0.639782	0.329381	0.165047	0.219862	0.543751	1.08676	1.55878	1.59428	1.16899	0.651547	0.416252	0.58325	1.01288	1.3831	1.44329	1.25507	1.0363	0.868649	0.690195	0.463065	0.248543	0.141963	0.224473	0.592507	1.29787	2.1616	2.73135	2.59905	1.83385	0.956658	0.42173	0.295704	0.388401	0.487574	0.536672	0.65466	0.901113	1.13611	1.25186	1.31315	1.35879	1.37905	1.45873	1.69596	2.13319	2.70656	3.07714	2.84537	2.05395	1.16442	0.560881	0.292765	0.23443	0.293	0.402437	0.451627	0.36646	
